review_id,user_id,business_id,stars_x,useful,funny,cool,text,date,name,city,state,stars_y,review_count,main_category,delivery,outdoor_seating,reservations,wifi,cleaned_text,sentiment
HW1OOzrOyyd_Dqiak7GiJQ,nF-p2LxfYtkRrlz9NNrgOg,04UD14gamNjLY0IDYVhHJg,1,2,0,1,"We love good food and would rather have a fine meal in a mediocre space than a lousy meal in an elegant space.  Alas, our first (and last) experience here gave us a lousy meal in a mediocre setting.

* The space is drab and dreary.
* Tables crammed too close together
* Noise level excessively high - impossible to have a relaxed conversation, have to compete with too-loud talking at too-close tables, flatware and plates rattling on the stone tabletops
* Cheesy, cheap paper napkins at a not-cheap restaurant
* Worn, scuffed, cheap diner-type flatware 
* Bread that came with the hummus was stale, tasteless
* Rice and vegetable accompanied all four entrees - rice tasteless and lukewarm, greens mushy, overcooked, oily and unrecognizable
* Entrees rushed out before we had finished our apps
* For our wine, we were given old, small, worn-out flute-shaped glasses - totally inappropriate 

All in all, an entirely disappointing BYO meal at any cost, but especially so for close to $160 including gratuity for four apps, four entrees, two desserts.",2018-03-23 18:07:25,Dmitri's,Philadelphia,PA,4.0,273,Mediterranean,False,False,False,u'no',love good food would rather fine meal mediocre space lousy meal elegant space alas first last experience gave us lousy meal mediocre setting space drab dreary tables crammed close together noise level excessively high impossible relaxed conversation compete tooloud talking tooclose tables flatware plates rattling stone tabletops cheesy cheap paper napkins notcheap restaurant worn scuffed cheap dinertype flatware bread came hummus stale tasteless rice vegetable accompanied four entrees rice tasteless lukewarm greens mushy overcooked oily unrecognizable entrees rushed finished apps wine given old small wornout fluteshaped glasses totally inappropriate entirely disappointing byo meal cost especially close including gratuity four apps four entrees two desserts,Negative
4HKz5Pcj2Lx1eEjvMevFiA,tYfw_FVwOYZdmckr2ytvCw,04UD14gamNjLY0IDYVhHJg,5,0,0,0,"Yes, yes, yes, yesss! Dmitri's is a wonderful BYOB with delicious, fresh, flavorful food. The QV space is tiny, but not cramped. You get a great amount for the price and I have never had a bad dish. Only downside is I have experienced a ""3"" level service on a few occasions, but the food keeps me coming back.",2015-06-09 15:30:37,Dmitri's,Philadelphia,PA,4.0,273,Mediterranean,False,False,False,u'no',yes yes yes yesss dmitris wonderful byob delicious fresh flavorful food qv space tiny cramped get great amount price never bad dish downside experienced level service occasions food keeps coming back,Positive
P4CG8ONDdHSha1UfjaTv_w,U7aysStyFtCUVdFRTpMQ3A,04UD14gamNjLY0IDYVhHJg,4,0,0,0,"Love this BYOB.  Albeit the environment is cramp and loud, so not a good place for an intimate dinner.   However, the food always lures us back.  The grilled, whole fish is wonderful.  My husband is a big fan of the lamb.   It's a good lively night out, with wonderful full flavored food and attentive, friendly service.",2016-05-07 04:14:25,Dmitri's,Philadelphia,PA,4.0,273,Mediterranean,False,False,False,u'no',love byob albeit environment cramp loud good place intimate dinner however food always lures us back grilled whole fish wonderful husband big fan lamb good lively night wonderful full flavored food attentive friendly service,Positive
SOTT3meC31BfNcJW08KvhA,Xtho7cBw-n_SWpYe9FZB6Q,04UD14gamNjLY0IDYVhHJg,4,0,0,0,"I've been to dmitris a few times and their food has never disappointed. It is authentic and fish is always fresh. Their food is hands down five stars. I am giving them four stars only because they require you to place your appetizers and main dishes at the same time but do not always allow for adequate time between courses. I don't mind placing orders for both at the same time, but they should definitely plan out the timing a little better. Other than than, dmitris is a great byob in queen village.",2017-01-15 03:20:26,Dmitri's,Philadelphia,PA,4.0,273,Mediterranean,False,False,False,u'no',ive dmitris times food never disappointed authentic fish always fresh food hands five stars giving four stars require place appetizers main dishes time always allow adequate time courses dont mind placing orders time definitely plan timing little better dmitris great byob queen village,Positive
BRoNzL8HYXHUWE3DJDmSkw,g5W6ZijoeP1ud-AmppDQuQ,04UD14gamNjLY0IDYVhHJg,5,0,0,0,Dinner was absolutely delicious. Everything is fresh and made in an open kitchen. Had the salmon and it was so tasty! Definitely worth the wait!,2014-04-19 20:10:00,Dmitri's,Philadelphia,PA,4.0,273,Mediterranean,False,False,False,u'no',dinner absolutely delicious everything fresh made open kitchen salmon tasty definitely worth wait,Positive
RZqMcdVVvf8uU1J6YTtJPw,97-dPyCYmQBykiutyfVuWw,04UD14gamNjLY0IDYVhHJg,3,1,0,1,"I've been to Dmitri's twice, and both times I ordered the same entree.   I love squid, and it's always a rare treat when you find a place that serves it grilled instead of deep fried.  I love the concept, but for me the taste of the squid was overpowered by the taste of char from the grill.  When they say grilled, they mean GRILLED.  I used some extra lemon wedges to brighten it up a bit, which definitely helps, but I don't think I'll order that dish again. 

My boyfriend on the other hand, ordered the seafood combination - a tomato/garlic based broth with a ton of seafood.  I had total food envy.   The seafood combination pretty much had it all - shrimp, clams, mussels, tilapia, scallops.. super delicious. Next time, I'm ordering that.

Our appetizer was the shrimp scampi, and it was good, but they lose points for serving shrimp that hadn't been properly cleaned.  If you see that long, thin black ""blood vein"" in your shrimp, diner be ware.  That's not a vein, and it's not blood.  It's the digestive tract, and therefore I bet you can guess what that actually is.  (Ew)  

In the past I've had the shrimp pil pil, grilled octopus and hummus and those were pretty tasty.  Some of the smaller octopus pieces were overcooked, but overall it had good flavor.  

Will I be back? Yes.  But next time I'll be more ""in the know"" on what to order and what to skip.",2009-08-08 17:26:22,Dmitri's,Philadelphia,PA,4.0,273,Mediterranean,False,False,False,u'no',ive dmitris twice times ordered entree love squid always rare treat find place serves grilled instead deep fried love concept taste squid overpowered taste char grill say grilled mean grilled used extra lemon wedges brighten bit definitely helps dont think ill order dish boyfriend hand ordered seafood combination tomatogarlic based broth ton seafood total food envy seafood combination pretty much shrimp clams mussels tilapia scallops super delicious next time im ordering appetizer shrimp scampi good lose points serving shrimp hadnt properly cleaned see long thin black blood vein shrimp diner ware thats vein blood digestive tract therefore bet guess actually ew past ive shrimp pil pil grilled octopus hummus pretty tasty smaller octopus pieces overcooked overall good flavor back yes next time ill know order skip,Positive
BZ_e5fQtfiTbKCqxpfdLWQ,DTNAb-1gJ6e2nyqCc3fdcQ,04UD14gamNjLY0IDYVhHJg,2,12,7,11,"As a former patron of the Pine Street Dmitris, I had certain expectations. 

First off, I had no idea that this (and the northern Liberties locations) were BYO. I really wished I knew that ahead of time. It's always nice to have a glass of wine with a nice meal right? I was bummed. 

Secondly- the menu at his location was missing the saganaki (fried cheese) that the other now closed location had.

Perhaps my overall disappointment clouds my review but the only thing that stood out was the shrimp pilpil. Outstanding! Everything else was good. But I didn't leave as satisfied as I did at the other Dmitris. 

We ordered the grilled veggies which were good. 
The meatballs were eh. I had to ask what kind of meat they were and please be aware there is veal in them. I don't eat veal. I am
bummed once again. 
Fried calamari platter: needed salt. What the deuce guys? 

Overall the experience was unimpressive. 

While the ambiance is lovely, the waitstaff is banal, and I wish I had gone there prior to the other location because I would most likely have an entirely different take on the experience. 

I miss my Pine Street Dmitri's location. I hear they're putting in a Tria. Eh. Whatever.",2014-10-28 03:46:38,Dmitri's,Philadelphia,PA,4.0,273,Mediterranean,False,False,False,u'no',former patron pine street dmitris certain expectations first idea northern liberties locations byo really wished knew ahead time always nice glass wine nice meal right bummed secondly menu location missing saganaki fried cheese closed location perhaps overall disappointment clouds review thing stood shrimp pilpil outstanding everything else good didnt leave satisfied dmitris ordered grilled veggies good meatballs eh ask kind meat please aware veal dont eat veal bummed fried calamari platter needed salt deuce guys overall experience unimpressive ambiance lovely waitstaff banal wish gone prior location would likely entirely different take experience miss pine street dmitris location hear theyre putting tria eh whatever,Positive
RiTr2D2obww-Q8nsjHMI4g,oCnLbe9OGnpyQBY4E90bVQ,04UD14gamNjLY0IDYVhHJg,4,1,1,1,"Yes, yes, and hell yeah.

Perfect little neighborhood place. Every dish was executed simply and flawlessly. The pics are 100% accurate and representative so if they appeal, then you'll be good here.

Maybe the best way to describe the food at Dmitri's is that everything they make really tastes like what it's supposed to. They don't hide behind sauce or spice. The overall experience is ""authentic.""

Orange almond cake for dessert was wonderfully unsweet. However I would much rather have had ice cream with it than the supplied whipped cream. (Thankfully the cream also was unsweetened - yea!)

The only significant improvement I can imagine is if they would make their own pita bread (vs store-bought). Though they do char it on the grill before serving - very tasty.

OK the only OTHER improvement I can imagine is if the chef would have personally spooned his piping hot scallops down my gullet, which did not seem in the cards, at least not on my first visit.",2010-03-22 01:33:17,Dmitri's,Philadelphia,PA,4.0,273,Mediterranean,False,False,False,u'no',yes yes hell yeah perfect little neighborhood place every dish executed simply flawlessly pics accurate representative appeal youll good maybe best way describe food dmitris everything make really tastes like supposed dont hide behind sauce spice overall experience authentic orange almond cake dessert wonderfully unsweet however would much rather ice cream supplied whipped cream thankfully cream also unsweetened yea significant improvement imagine would make pita bread vs storebought though char grill serving tasty ok improvement imagine chef would personally spooned piping hot scallops gullet seem cards least first visit,Positive
VnCmYBBjf12aUY1h9A6-2A,3S6h-xs1jlsgy_B7jYnqNQ,04UD14gamNjLY0IDYVhHJg,5,0,0,0,Dmitri's is our family go to restaurant as we have been coming for the past 15 years. The food has been consistent - always fresh .. we never miss soft shell crab season with them.  The sautéed mussels are like no other - the hummus hands down best I've ever had. We frequent the best restaurants In Philadelphia - this is definitely one of our favorites. The restaurant has servers that have been there for years and that's just icing on the cake. We love Danielle - always a comfort  eating here.   Oh and don't forget the Greek coffee and rice pudding ! The best.,2018-01-10 01:40:58,Dmitri's,Philadelphia,PA,4.0,273,Mediterranean,False,False,False,u'no',dmitris family go restaurant coming past years food consistent always fresh never miss soft shell crab season sauted mussels like hummus hands best ive ever frequent best restaurants philadelphia definitely one favorites restaurant servers years thats icing cake love danielle always comfort eating oh dont forget greek coffee rice pudding best,Positive
bN2KDYbV5KEI4gcO92d_fw,ZyF4aFWynbV56kytFtka5Q,04UD14gamNjLY0IDYVhHJg,1,1,0,0,"I lived in Philadelphia about 10 years ago and loved Dmitris.  It was always a long wait but the food was great and service good.  I was back in town for a 15th year college reunion and decided to reminisce by coming here again on a MONDAY night for a good friend's birthday celebration.  When I arrived at 6:30pm - the restaurant had many empty seats.  We were a party of 5 but only 3 of us arrived early.  We were seated immediately.  The rest of the party came about 20 minutes later.  After 5 minutes - our waitress came over with an irritated ""Is the rest of your party coming soon?""  After another 5 minutes - they basically said very rudely ""Where are they?""  Meanwhile - there were still MANY empty tables (another table of 5 open) - I looked and there was nobody waiting.    When the rest of the party arrived, the waitress came over immediately to announce the specials of the day before my brother's butt touch his seat!  They're undercurrent was still hostile at best.  The restaurant did not fill up until 30 minutes after our entire party arrived and no more than 2 people were waiting at a time to be seated the entire time we were there.  I felt that the waitresses were rude and acted like it was some kind of sacred privilege to eat at Dmitris.  To add insult to injury - the food was NOT the way I remembered it.  The grilled octopus was dry and did not taste fresh.  The rest of the dishes were okay-good but not spectacular.  I feel that Dmitris is resting on its previous laurels.  I read a few yelp reviews and many complained about the rude waitstaff.  I will not patronized this establishment again and informed my Philly friends and family of the same.  This is America and who wants to pay to eat at a snooty mediocre place?",2009-05-20 04:56:39,Dmitri's,Philadelphia,PA,4.0,273,Mediterranean,False,False,False,u'no',lived philadelphia years ago loved dmitris always long wait food great service good back town th year college reunion decided reminisce coming monday night good friends birthday celebration arrived pm restaurant many empty seats party us arrived early seated immediately rest party came minutes later minutes waitress came irritated rest party coming soon another minutes basically said rudely meanwhile still many empty tables another table open looked nobody waiting rest party arrived waitress came immediately announce specials day brothers butt touch seat theyre undercurrent still hostile best restaurant fill minutes entire party arrived people waiting time seated entire time felt waitresses rude acted like kind sacred privilege eat dmitris add insult injury food way remembered grilled octopus dry taste fresh rest dishes okaygood spectacular feel dmitris resting previous laurels read yelp reviews many complained rude waitstaff patronized establishment informed philly friends family america wants pay eat snooty mediocre place,Positive
_J4uTKubytIn8tPSbGfD0w,qJq-Y5mZAPDwG5TSMhWhvg,04UD14gamNjLY0IDYVhHJg,5,0,0,0,"My favorite restaurant - I bring everyone here and it is always a hit.  First, it's a BYOB which I like.  Parking is a bit tricky at times but not impossible.  The Mediterranean plate is quite tasty and large enough for 2-4 people.  It includes hummus, beets, lentils, baba ghanoush and tzatziki  (cucumbers) with pita bread.  Everything on the menu is excellent but my all time favorite, as well as everyone that has been here with me, is the fried flounder.  I am not a big fish eater, and I have no idea why it is so good... but it is amazing.

Oops this is a review for the Northern Liberties location.",2015-11-20 20:27:00,Dmitri's,Philadelphia,PA,4.0,273,Mediterranean,False,False,False,u'no',favorite restaurant bring everyone always hit first byob like parking bit tricky times impossible mediterranean plate quite tasty large enough people includes hummus beets lentils baba ghanoush tzatziki cucumbers pita bread everything menu excellent time favorite well everyone fried flounder big fish eater idea good amazing oops review northern liberties location,Positive
SOtgU3WuMfT_GOogoahbtA,IM3D-RlB19foUTlGVuhQpA,04UD14gamNjLY0IDYVhHJg,3,6,2,3,My suspicion about too-tough octopus being a regular problem has been confirmed...kinda disappointing.,2008-12-20 17:35:44,Dmitri's,Philadelphia,PA,4.0,273,Mediterranean,False,False,False,u'no',suspicion tootough octopus regular problem confirmedkinda disappointing,Negative
rGp5Qx1lkNXqCSbuH9wNdw,gcIwVoCllWx_dBHfG9saxQ,04UD14gamNjLY0IDYVhHJg,1,1,0,0,"Very, very disappointing. I went here this past weekend for dinner and had a VERY mediocre meal. It was actually one of the worst meals I have had in the 6 years I've lived in Philly. Everything was very bland, like not even seasoned with salt and pepper bland. We ordered the grilled octopus appetizer which was very chewy and tasteless. The only dish that had any seasoning to it was the shrimp pil pil appetizer, which was tasty but nothing all that special. The entrees we ordered were all served with rice and escarole. Completely bland and unseasoned rice and escarole. My squid seemed fresh but had no seasoning at all. My dinner companions had similar complaints about the dishes they order (flounder, soft shell crab). Again, the fish seemed fresh but had no flavor or seasoning. I can't even say that the food was under-seasoned, it was just plain not seasoned.",2013-05-13 18:36:33,Dmitri's,Philadelphia,PA,4.0,273,Mediterranean,False,False,False,u'no',disappointing went past weekend dinner mediocre meal actually one worst meals years ive lived philly everything bland like even seasoned salt pepper bland ordered grilled octopus appetizer chewy tasteless dish seasoning shrimp pil pil appetizer tasty nothing special entrees ordered served rice escarole completely bland unseasoned rice escarole squid seemed fresh seasoning dinner companions similar complaints dishes order flounder soft shell crab fish seemed fresh flavor seasoning cant even say food underseasoned plain seasoned,Negative
FYHNc27eON7b-L2c8LC29w,W4rkqCPDeXhrzGmliahGdA,04UD14gamNjLY0IDYVhHJg,2,1,0,0,"We went on more than a few recommendations so we were disappointed when most of our fish was overcooked.  We ordered the octopus, shrimp, and smelts.  It was really unfortunate because the hummus was wonderful and the service was fantastic.  Its so cozy in there and they don't rush you even though there is generally a wait.  It may have been an off night but there are really too many other places to try so we most likely won't go back.",2013-02-28 17:44:54,Dmitri's,Philadelphia,PA,4.0,273,Mediterranean,False,False,False,u'no',went recommendations disappointed fish overcooked ordered octopus shrimp smelts really unfortunate hummus wonderful service fantastic cozy dont rush even though generally wait may night really many places try likely wont go back,Positive
cs8S7aHYG8Rvlrgtv4pOmA,Nicox8E_5oNND-xjKywLxQ,04UD14gamNjLY0IDYVhHJg,5,0,0,0,"Food is off the charts amazing.  Got lucky and got a table for 2 quickly on a Friday night, but generally be prepared for a bit of a wait.  FYI this place is BYOB and only accepts cash or checks.  The food is SO worth it though.  Amazing.",2015-04-02 15:52:37,Dmitri's,Philadelphia,PA,4.0,273,Mediterranean,False,False,False,u'no',food charts amazing got lucky got table quickly friday night generally prepared bit wait fyi place byob accepts cash checks food worth though amazing,Positive
gxKU45gdV4m7yv6DqAsUjQ,jtj9OFPCBLTVWqZL1VbvXg,04UD14gamNjLY0IDYVhHJg,5,0,0,0,"Love this place. A go-to favorite of ours. Very intimate so get there early on weekends since they don't take reservations. 

Food is delicious and quite reasonably priced. Love the Greek salad (no greens) and citrus avocado salad to start off. Spinach pie is great. The escarole pasta is a garlic lover's dream. Shrimp PilPil is usually a favorite of people. Grilled veggies, beets, etc all great sides for your meal. 
They always have good fish specials to check out. 
Never get tired of this place and we're never disappointed.",2016-10-15 15:59:20,Dmitri's,Philadelphia,PA,4.0,273,Mediterranean,False,False,False,u'no',love place goto favorite intimate get early weekends since dont take reservations food delicious quite reasonably priced love greek salad greens citrus avocado salad start spinach pie great escarole pasta garlic lovers dream shrimp pilpil usually favorite people grilled veggies beets etc great sides meal always good fish specials check never get tired place never disappointed,Positive
XvHc3zfgCtmqojQEKZ1CWw,zne046H1pIrf_BZOsk07bA,04UD14gamNjLY0IDYVhHJg,5,0,0,0,"THE BEST restaurant in Philadelphia, period! We've been coming here for years & it is & always has been consistently AMAZING! Everything is fresh & made to order. It is always busy, which is great. The service is always friendly, efficient & smooth! Even when it gets crazy busy here, it's always ""service with a smile!"" Nothing is too much to ask for, more napkins, ice.. whatever! I love the staff, they work very hard! The chefs are also so nice & friendly. It's really cozy & friendly here, they always remember us & greet us with big smiles! I love these gals... and boy oh boy, can they filet a fish or what?!   We LOVE the Shrimp Pil-Pil, of course the Octopus, salads are great....Branzino! Oh, & save room for the RICE PUDDING!  The best I've ever had! THANK YOU D'mitri's!",2017-01-29 04:02:12,Dmitri's,Philadelphia,PA,4.0,273,Mediterranean,False,False,False,u'no',best restaurant philadelphia period weve coming years always consistently amazing everything fresh made order always busy great service always friendly efficient smooth even gets crazy busy always service smile nothing much ask napkins ice whatever love staff work hard chefs also nice friendly really cozy friendly always remember us greet us big smiles love gals boy oh boy filet fish love shrimp pilpil course octopus salads greatbranzino oh save room rice pudding best ive ever thank dmitris,Positive
_ZeMknuYdlQcUqng_Im3yg,yfFzsLmaWF2d4Sr0UNbBgg,LHSTtnW3YHCeUkRDGyJOyw,5,2,0,0,"Amazingly amazing wings and homemade bleu cheese. Had the ribeye: tender, perfectly prepared, delicious. Nice selection of craft beers. Would DEFINITELY recommend checking out this hidden gem.",2015-08-07 02:29:16,Fries Rebellion,Quakertown,PA,3.5,103,Beer Bar,False,False,True,u'free',amazingly amazing wings homemade bleu cheese ribeye tender perfectly prepared delicious nice selection craft beers would definitely recommend checking hidden gem,Positive
TP0HYy4GqYtrWMlFIhxw3A,YRsNXrlyvjnr7NLSDwen0Q,LHSTtnW3YHCeUkRDGyJOyw,1,4,2,0,"We arrived a few minutes early for a 7pm reservation. When we asked for our table, both hostesses looking at their paper, then said they'd have to go check and would be back. 5 minutes later, they returned and did not acknowledge us. Meanwhile, another large party arrived without a reservation and were told it would be a 40 minute wait. We then heard one hostess say to the other that she didn't want to seat them soon because the kitchen was backed up and people were waiting 40 minutes for their appetizers. So unprofessional.
We walked up again, after they continued to ignore us, and asked about our table. They weren't apologetic when they told us that the girl we spoke to earlier that day was new and never recorded our reservation. They continued to tell us that it would be at least a 20 minute wait before they could put our table together. We got a smug ""I'm sorry, but she was new"" and they brushed us off.
I really understand that sometimes things just don't go the way they were supposed to and that people make mistakes. However, a little customer service would have gone a long way. Offer us some water, or a seat at the bar or say that you're doing everything you can to get us in as soon as possible. They basically blew us off and blamed it on the new girl. 
Needless to say we left and I will not be returning.",2016-05-31 01:58:22,Fries Rebellion,Quakertown,PA,3.5,103,Beer Bar,False,False,True,u'free',arrived minutes early pm reservation asked table hostesses looking paper said theyd go check would back minutes later returned acknowledge us meanwhile another large party arrived without reservation told would minute wait heard one hostess say didnt want seat soon kitchen backed people waiting minutes appetizers unprofessional walked continued ignore us asked table werent apologetic told us girl spoke earlier day new never recorded reservation continued tell us would least minute wait could put table together got smug im sorry new brushed us really understand sometimes things dont go way supposed people make mistakes however little customer service would gone long way offer us water seat bar say youre everything get us soon possible basically blew us blamed new girl needless say left returning,Negative
